,dataset,rewiring,num_iterations,borf_batch_add,borf_batch_remove,avg_accuracy,ci,run_duration,rewiring_duration
0,actor,fosr,25,4,2,0.26563157894736844,0.0025610360827552814,375.45948696136475,8.381248950958252
0,actor,fosr,50,4,2,0.2683421052631579,0.002358332313720664,374.06632566452026,13.060813426971436
0,actor,fosr,75,4,2,0.2669671052631579,0.0024304946745222233,378.12373518943787,17.79858660697937
0,actor,fosr,100,4,2,0.2701315789473684,0.0026023375386025433,371.375510931015,22.48352551460266
0,actor,fosr,125,4,2,0.26508552631578947,0.0023366476181514283,376.28891134262085,27.230016946792603
0,actor,fosr,150,4,2,0.26795394736842104,0.002514865429837928,383.9750373363495,31.906108379364014
0,actor,fosr,175,4,2,0.26380263157894734,0.002278176908780534,394.6940107345581,36.59330725669861
0,actor,fosr,200,4,2,0.26776315789473687,0.0021037823739655935,388.2547113895416,41.339860916137695
0,pubmed,fosr,25,4,2,0.8480502028397565,0.0010684596212174973,1881.7477352619171,112.12310290336609
0,squirrel,fosr,25,4,2,0.39145052833813637,0.003185361574497179,4057.503788948059,6.089540243148804
0,pubmed,fosr,50,4,2,0.8470055780933063,0.0010173150653118442,1893.3520731925964,63.6656699180603
0,squirrel,fosr,50,4,2,0.3876753121998079,0.00336267376214234,3827.018066883087,29.57888412475586
0,pubmed,fosr,75,4,2,0.8458215010141988,0.0010141906693387425,1636.5724558830261,93.23822355270386
0,squirrel,fosr,75,4,2,0.38959654178674347,0.0032187625940012362,4143.29127240181,10.651539087295532
0,pubmed,fosr,100,4,2,0.8479487829614605,0.0010405475633507941,1992.8195571899414,405.6046676635742
0,squirrel,fosr,100,4,2,0.3905859750240155,0.003074327548539786,3489.66161942482,41.84658646583557
0,pubmed,fosr,125,4,2,0.8468914807302232,0.0009036909541988606,1813.1027555465698,152.99679613113403
0,squirrel,fosr,125,4,2,0.3904418828049952,0.0035929946916349134,4206.706242799759,15.119436502456665
0,pubmed,fosr,150,4,2,0.8471095334685598,0.001035551092946116,2035.9832134246826,406.42733454704285
0,squirrel,fosr,150,4,2,0.39193083573487036,0.0031637932442432222,3788.05038690567,58.91463327407837
0,pubmed,fosr,175,4,2,0.8469548681541582,0.0011887105246908727,1669.0767254829407,214.0681734085083
0,squirrel,fosr,175,4,2,0.39426512968299726,0.0030972050346065967,4242.1098029613495,19.75463628768921
0,pubmed,fosr,200,4,2,0.8467139959432047,0.0011781812421430536,2032.322599887848,565.7347559928894
0,squirrel,fosr,200,4,2,0.38972142170989427,0.0034258815220088944,3685.437531232834,51.93164896965027
