,dataset,rewiring,num_iterations,avg_accuracy,ci
0,cornell,sdrf_bfc,50,0.6054054054054054,0.042009425357244216
0,cornell,sdrf_bfc,50,0.6054054054054054,0.042009425357244216
1,wisconsin,sdrf_bfc,50,0.7450980392156863,0.050829338811042034
0,cornell,sdrf_bfc,50,0.6054054054054054,0.042009425357244216
1,wisconsin,sdrf_bfc,50,0.7450980392156863,0.050829338811042034
2,texas,sdrf_bfc,50,0.7324324324324324,0.06370586170199388
