,dataset,rewiring,layer_type,num_iterations,brf_batch_add,brf_batch_remove,alpha,eps,test_mean,test_ci,val_mean,val_ci,train_mean,train_ci,energy_mean,energy_ci,last_layer_fa,rewiring_duration,run_duration,dummy
0,mutag,sdrf_bfc,GIN,10,4,2,True,0.1,0.001,75.0,0.0282842712474619,81.77777777777776,0.031586838953300285,78.05333333333333,0.024178359470126726,0.0,0.0,False,0.9385476112365723,943.7908923625946
1,enzymes,sdrf_bfc,GIN,10,4,2,True,0.1,0.001,31.25,0.012947543739601303,40.033333333333324,0.01046666666666667,46.03125,0.01798855490690925,0.0,0.0,False,1.7409958839416504,2804.083901643753
2,imdb,sdrf_bfc,GIN,10,4,2,True,0.1,0.001,67.99,0.012891842381909577,71.31,0.012015639808183333,67.96000000000001,0.009617099354795083,0.0,0.0,False,4.7254743576049805,3196.6821551322937
3,proteins,sdrf_bfc,GIN,10,4,2,True,0.1,0.001,71.51785714285714,0.008059488640283398,76.06306306306307,0.007508369920435816,74.31797752808988,0.0032472112281163737,0.0,0.0,False,3.194931745529175,3593.018605709076
0,mutag,sdrf_bfc,GIN,15,4,2,True,0.1,0.001,72.45,0.023043220261065943,83.27777777777779,0.02462032684241134,77.06666666666666,0.022840898989896757,0.0,0.0,False,0.9390716552734375,895.0212590694427
0,mutag,sdrf_bfc,GIN,15,4,2,True,0.1,0.001,73.3,0.030073908957766033,81.2222222222222,0.029722170301096907,75.48666666666665,0.0280284648963236,0.0,0.0,False,0.9262878894805908,894.7709171772003
1,enzymes,sdrf_bfc,GIN,15,4,2,True,0.1,0.001,30.333333333333336,0.013349989596333855,39.18333333333334,0.010816602465140749,44.62083333333334,0.018139924889590913,0.0,0.0,False,1.9110107421875,2698.6446726322174
0,mutag,sdrf_bfc,GIN,15,4,2,True,0.1,0.001,72.45,0.023043220261065943,83.27777777777779,0.02462032684241134,77.06666666666666,0.022840898989896757,0.0,0.0,False,0.9390716552734375,895.0212590694427
1,enzymes,sdrf_bfc,GIN,15,4,2,True,0.1,0.001,30.599999999999998,0.011685888926393231,39.900000000000006,0.012434897131326287,46.82291666666667,0.020996475812092318,0.0,0.0,False,1.374075174331665,2918.310229063034
0,mutag,sdrf_bfc,GIN,15,4,2,True,0.1,0.001,73.3,0.030073908957766033,81.2222222222222,0.029722170301096907,75.48666666666665,0.0280284648963236,0.0,0.0,False,0.9262878894805908,894.7709171772003
1,enzymes,sdrf_bfc,GIN,15,4,2,True,0.1,0.001,30.333333333333336,0.013349989596333855,39.18333333333334,0.010816602465140749,44.62083333333334,0.018139924889590913,0.0,0.0,False,1.9110107421875,2698.6446726322174
2,imdb,sdrf_bfc,GIN,15,4,2,True,0.1,0.001,65.93,0.016810127899572924,69.78999999999999,0.01512691640751677,67.26625000000001,0.01256799780195716,0.0,0.0,False,5.287013530731201,3186.7586526870728
0,mutag,sdrf_bfc,GIN,15,4,2,True,0.1,0.001,72.45,0.023043220261065943,83.27777777777779,0.02462032684241134,77.06666666666666,0.022840898989896757,0.0,0.0,False,0.9390716552734375,895.0212590694427
1,enzymes,sdrf_bfc,GIN,15,4,2,True,0.1,0.001,30.599999999999998,0.011685888926393231,39.900000000000006,0.012434897131326287,46.82291666666667,0.020996475812092318,0.0,0.0,False,1.374075174331665,2918.310229063034
2,imdb,sdrf_bfc,GIN,15,4,2,True,0.1,0.001,66.68999999999998,0.013817944854427519,69.73,0.014321606055188086,67.13749999999999,0.01162188130209563,0.0,0.0,False,5.333498477935791,3115.4360706806183
0,mutag,sdrf_bfc,GIN,15,4,2,True,0.1,0.001,73.3,0.030073908957766033,81.2222222222222,0.029722170301096907,75.48666666666665,0.0280284648963236,0.0,0.0,False,0.9262878894805908,894.7709171772003
1,enzymes,sdrf_bfc,GIN,15,4,2,True,0.1,0.001,30.333333333333336,0.013349989596333855,39.18333333333334,0.010816602465140749,44.62083333333334,0.018139924889590913,0.0,0.0,False,1.9110107421875,2698.6446726322174
2,imdb,sdrf_bfc,GIN,15,4,2,True,0.1,0.001,65.93,0.016810127899572924,69.78999999999999,0.01512691640751677,67.26625000000001,0.01256799780195716,0.0,0.0,False,5.287013530731201,3186.7586526870728
3,proteins,sdrf_bfc,GIN,15,4,2,True,0.1,0.001,72.19642857142858,0.008935782802066885,75.8828828828829,0.005651198470436193,74.19775280898877,0.003189827284713031,0.0,0.0,False,2.88922381401062,3685.9758689403534
0,mutag,sdrf_bfc,GIN,20,4,2,True,0.1,0.001,73.35,0.030985641836179544,81.66666666666667,0.028867513459481287,75.72,0.02731035131390457,0.0,0.0,False,0.9477555751800537,935.2291169166565
0,mutag,sdrf_bfc,GIN,15,4,2,True,0.1,0.001,72.45,0.023043220261065943,83.27777777777779,0.02462032684241134,77.06666666666666,0.022840898989896757,0.0,0.0,False,0.9390716552734375,895.0212590694427
1,enzymes,sdrf_bfc,GIN,15,4,2,True,0.1,0.001,30.599999999999998,0.011685888926393231,39.900000000000006,0.012434897131326287,46.82291666666667,0.020996475812092318,0.0,0.0,False,1.374075174331665,2918.310229063034
2,imdb,sdrf_bfc,GIN,15,4,2,True,0.1,0.001,66.68999999999998,0.013817944854427519,69.73,0.014321606055188086,67.13749999999999,0.01162188130209563,0.0,0.0,False,5.333498477935791,3115.4360706806183
3,proteins,sdrf_bfc,GIN,15,4,2,True,0.1,0.001,71.73214285714286,0.008770820709509877,76.36036036036035,0.007194222537494936,74.67303370786516,0.0034772832136832207,0.0,0.0,False,3.2516019344329834,3893.2123606204987
0,mutag,sdrf_bfc,GIN,20,4,2,True,0.1,0.001,70.7,0.032803048638807945,78.94444444444444,0.03472271110766938,73.82,0.027401771232288374,0.0,0.0,False,0.9415671825408936,905.8724849224091
0,mutag,sdrf_bfc,GIN,20,4,2,True,0.1,0.001,73.35,0.030985641836179544,81.66666666666667,0.028867513459481287,75.72,0.02731035131390457,0.0,0.0,False,0.9477555751800537,935.2291169166565
1,enzymes,sdrf_bfc,GIN,20,4,2,True,0.1,0.001,28.81666666666667,0.01360796335483994,36.39999999999999,0.010537973661425091,41.15416666666668,0.017336880646631782,0.0,0.0,False,1.9925613403320312,2603.4948155879974
0,mutag,sdrf_bfc,GIN,20,4,2,True,0.1,0.001,70.7,0.032803048638807945,78.94444444444444,0.03472271110766938,73.82,0.027401771232288374,0.0,0.0,False,0.9415671825408936,905.8724849224091
1,enzymes,sdrf_bfc,GIN,20,4,2,True,0.1,0.001,29.58333333333333,0.013394650673558706,37.96666666666667,0.011378146695407923,43.699999999999996,0.018578018672016073,0.0,0.0,False,2.243774652481079,2747.787257194519
0,mutag,sdrf_bfc,GIN,20,4,2,True,0.1,0.001,73.35,0.030985641836179544,81.66666666666667,0.028867513459481287,75.72,0.02731035131390457,0.0,0.0,False,0.9477555751800537,935.2291169166565
1,enzymes,sdrf_bfc,GIN,20,4,2,True,0.1,0.001,28.81666666666667,0.01360796335483994,36.39999999999999,0.010537973661425091,41.15416666666668,0.017336880646631782,0.0,0.0,False,1.9925613403320312,2603.4948155879974
2,imdb,sdrf_bfc,GIN,20,4,2,True,0.1,0.001,66.23,0.014669301278520392,70.17,0.01336878453712229,66.74499999999999,0.011202785367934173,0.0,0.0,False,5.308822393417358,3137.1961629390717
0,mutag,sdrf_bfc,GIN,20,4,2,True,0.1,0.001,70.7,0.032803048638807945,78.94444444444444,0.03472271110766938,73.82,0.027401771232288374,0.0,0.0,False,0.9415671825408936,905.8724849224091
1,enzymes,sdrf_bfc,GIN,20,4,2,True,0.1,0.001,29.58333333333333,0.013394650673558706,37.96666666666667,0.011378146695407923,43.699999999999996,0.018578018672016073,0.0,0.0,False,2.243774652481079,2747.787257194519
2,imdb,sdrf_bfc,GIN,20,4,2,True,0.1,0.001,67.40000000000002,0.013455110553243329,71.13,0.011824229361780835,67.91749999999999,0.008399421111005213,0.0,0.0,False,5.247143268585205,3078.9327170848846
0,mutag,sdrf_bfc,GIN,20,4,2,True,0.1,0.001,73.35,0.030985641836179544,81.66666666666667,0.028867513459481287,75.72,0.02731035131390457,0.0,0.0,False,0.9477555751800537,935.2291169166565
1,enzymes,sdrf_bfc,GIN,20,4,2,True,0.1,0.001,28.81666666666667,0.01360796335483994,36.39999999999999,0.010537973661425091,41.15416666666668,0.017336880646631782,0.0,0.0,False,1.9925613403320312,2603.4948155879974
2,imdb,sdrf_bfc,GIN,20,4,2,True,0.1,0.001,66.23,0.014669301278520392,70.17,0.01336878453712229,66.74499999999999,0.011202785367934173,0.0,0.0,False,5.308822393417358,3137.1961629390717
3,proteins,sdrf_bfc,GIN,20,4,2,True,0.1,0.001,71.50892857142857,0.009323737398792002,75.02702702702702,0.006809189949654304,73.67415730337079,0.003934381611744721,0.0,0.0,False,3.0781657695770264,3709.37136387825
0,mutag,sdrf_bfc,GIN,30,4,2,True,0.1,0.001,73.05,0.02697758328686986,78.33333333333331,0.03615808910060662,75.74666666666667,0.027685715530656678,0.0,0.0,False,0.9482166767120361,922.9950807094574
0,mutag,sdrf_bfc,GIN,20,4,2,True,0.1,0.001,70.7,0.032803048638807945,78.94444444444444,0.03472271110766938,73.82,0.027401771232288374,0.0,0.0,False,0.9415671825408936,905.8724849224091
1,enzymes,sdrf_bfc,GIN,20,4,2,True,0.1,0.001,29.58333333333333,0.013394650673558706,37.96666666666667,0.011378146695407923,43.699999999999996,0.018578018672016073,0.0,0.0,False,2.243774652481079,2747.787257194519
2,imdb,sdrf_bfc,GIN,20,4,2,True,0.1,0.001,67.40000000000002,0.013455110553243329,71.13,0.011824229361780835,67.91749999999999,0.008399421111005213,0.0,0.0,False,5.247143268585205,3078.9327170848846
3,proteins,sdrf_bfc,GIN,20,4,2,True,0.1,0.001,71.18750000000001,0.008217604143370673,76.009009009009,0.007540298358989904,74.68314606741573,0.0027810529976586003,0.0,0.0,False,3.0080246925354004,3696.6175973415375
0,mutag,sdrf_bfc,GIN,30,4,2,True,0.1,0.001,74.4,0.0256624238917527,82.99999999999999,0.02738928329668692,78.98666666666668,0.024148783268175922,0.0,0.0,False,0.9461281299591064,1000.3476166725159
0,mutag,sdrf_bfc,GIN,30,4,2,True,0.1,0.001,73.05,0.02697758328686986,78.33333333333331,0.03615808910060662,75.74666666666667,0.027685715530656678,0.0,0.0,False,0.9482166767120361,922.9950807094574
1,enzymes,sdrf_bfc,GIN,30,4,2,True,0.1,0.001,30.666666666666657,0.012806248474865698,39.31666666666667,0.010719608201795438,43.65416666666667,0.016946957691574026,0.0,0.0,False,1.7509772777557373,2773.621677160263
0,mutag,sdrf_bfc,GIN,30,4,2,True,0.1,0.001,74.4,0.0256624238917527,82.99999999999999,0.02738928329668692,78.98666666666668,0.024148783268175922,0.0,0.0,False,0.9461281299591064,1000.3476166725159
1,enzymes,sdrf_bfc,GIN,30,4,2,True,0.1,0.001,28.233333333333334,0.013290096563481646,37.266666666666666,0.00991654061544538,40.46041666666667,0.01640728316852678,0.0,0.0,False,1.8486673831939697,2592.577279806137
0,mutag,sdrf_bfc,GIN,30,4,2,True,0.1,0.001,73.05,0.02697758328686986,78.33333333333331,0.03615808910060662,75.74666666666667,0.027685715530656678,0.0,0.0,False,0.9482166767120361,922.9950807094574
1,enzymes,sdrf_bfc,GIN,30,4,2,True,0.1,0.001,30.666666666666657,0.012806248474865698,39.31666666666667,0.010719608201795438,43.65416666666667,0.016946957691574026,0.0,0.0,False,1.7509772777557373,2773.621677160263
2,imdb,sdrf_bfc,GIN,30,4,2,True,0.1,0.001,64.61999999999999,0.013376935373993551,67.98,0.01169266436702944,65.58624999999999,0.010280910404725837,0.0,0.0,False,7.922428369522095,3161.2089326381683
0,mutag,sdrf_bfc,GIN,30,4,2,True,0.1,0.001,74.4,0.0256624238917527,82.99999999999999,0.02738928329668692,78.98666666666668,0.024148783268175922,0.0,0.0,False,0.9461281299591064,1000.3476166725159
1,enzymes,sdrf_bfc,GIN,30,4,2,True,0.1,0.001,28.233333333333334,0.013290096563481646,37.266666666666666,0.00991654061544538,40.46041666666667,0.01640728316852678,0.0,0.0,False,1.8486673831939697,2592.577279806137
2,imdb,sdrf_bfc,GIN,30,4,2,True,0.1,0.001,66.11000000000001,0.01268982269379679,70.72000000000001,0.011555362391547919,67.0275,0.00885004096035719,0.0,0.0,False,7.898306846618652,3024.380936861038
0,mutag,sdrf_bfc,GIN,30,4,2,True,0.1,0.001,73.05,0.02697758328686986,78.33333333333331,0.03615808910060662,75.74666666666667,0.027685715530656678,0.0,0.0,False,0.9482166767120361,922.9950807094574
1,enzymes,sdrf_bfc,GIN,30,4,2,True,0.1,0.001,30.666666666666657,0.012806248474865698,39.31666666666667,0.010719608201795438,43.65416666666667,0.016946957691574026,0.0,0.0,False,1.7509772777557373,2773.621677160263
2,imdb,sdrf_bfc,GIN,30,4,2,True,0.1,0.001,64.61999999999999,0.013376935373993551,67.98,0.01169266436702944,65.58624999999999,0.010280910404725837,0.0,0.0,False,7.922428369522095,3161.2089326381683
3,proteins,sdrf_bfc,GIN,30,4,2,True,0.1,0.001,71.41071428571429,0.008634367140582298,76.71171171171171,0.008075510046502313,74.70561797752808,0.0036962405451219094,0.0,0.0,False,3.679286241531372,3549.0822989940643
0,mutag,sdrf_bfc,GIN,40,4,2,True,0.1,0.001,74.5,0.02725802634087802,80.61111111111111,0.029418017490755892,77.53333333333333,0.024434220083954208,0.0,0.0,False,0.9431436061859131,983.7315535545349
0,mutag,sdrf_bfc,GIN,30,4,2,True,0.1,0.001,74.4,0.0256624238917527,82.99999999999999,0.02738928329668692,78.98666666666668,0.024148783268175922,0.0,0.0,False,0.9461281299591064,1000.3476166725159
1,enzymes,sdrf_bfc,GIN,30,4,2,True,0.1,0.001,28.233333333333334,0.013290096563481646,37.266666666666666,0.00991654061544538,40.46041666666667,0.01640728316852678,0.0,0.0,False,1.8486673831939697,2592.577279806137
2,imdb,sdrf_bfc,GIN,30,4,2,True,0.1,0.001,66.11000000000001,0.01268982269379679,70.72000000000001,0.011555362391547919,67.0275,0.00885004096035719,0.0,0.0,False,7.898306846618652,3024.380936861038
3,proteins,sdrf_bfc,GIN,30,4,2,True,0.1,0.001,71.85714285714288,0.008844172530830799,76.65765765765765,0.007585114791407661,74.7696629213483,0.0033889212552572013,0.0,0.0,False,4.5788397789001465,3670.707859277725
0,mutag,sdrf_bfc,GIN,40,4,2,True,0.1,0.001,76.60000000000001,0.02770848245573907,84.05555555555556,0.027291521769476818,78.43999999999998,0.028692527869735623,0.0,0.0,False,0.9451582431793213,1013.6638813018799
0,mutag,sdrf_bfc,GIN,40,4,2,True,0.1,0.001,74.5,0.02725802634087802,80.61111111111111,0.029418017490755892,77.53333333333333,0.024434220083954208,0.0,0.0,False,0.9431436061859131,983.7315535545349
1,enzymes,sdrf_bfc,GIN,40,4,2,True,0.1,0.001,29.01666666666667,0.013216950396281957,37.5,0.011200198410940963,40.506249999999994,0.014994588723010118,0.0,0.0,False,2.12367582321167,2573.320455312729
0,mutag,sdrf_bfc,GIN,40,4,2,True,0.1,0.001,76.60000000000001,0.02770848245573907,84.05555555555556,0.027291521769476818,78.43999999999998,0.028692527869735623,0.0,0.0,False,0.9451582431793213,1013.6638813018799
1,enzymes,sdrf_bfc,GIN,40,4,2,True,0.1,0.001,25.53333333333333,0.012063535505352021,35.516666666666666,0.0107568582773968,37.802083333333336,0.016031151856966207,0.0,0.0,False,2.6522631645202637,2505.8458890914917
0,mutag,sdrf_bfc,GIN,40,4,2,True,0.1,0.001,74.5,0.02725802634087802,80.61111111111111,0.029418017490755892,77.53333333333333,0.024434220083954208,0.0,0.0,False,0.9431436061859131,983.7315535545349
1,enzymes,sdrf_bfc,GIN,40,4,2,True,0.1,0.001,29.01666666666667,0.013216950396281957,37.5,0.011200198410940963,40.506249999999994,0.014994588723010118,0.0,0.0,False,2.12367582321167,2573.320455312729
2,imdb,sdrf_bfc,GIN,40,4,2,True,0.1,0.001,63.88,0.012449192744913221,68.67999999999999,0.013493346508557467,65.615,0.010426689311569615,0.0,0.0,False,9.287262439727783,3080.283927679062
0,mutag,sdrf_bfc,GIN,40,4,2,True,0.1,0.001,76.60000000000001,0.02770848245573907,84.05555555555556,0.027291521769476818,78.43999999999998,0.028692527869735623,0.0,0.0,False,0.9451582431793213,1013.6638813018799
1,enzymes,sdrf_bfc,GIN,40,4,2,True,0.1,0.001,25.53333333333333,0.012063535505352021,35.516666666666666,0.0107568582773968,37.802083333333336,0.016031151856966207,0.0,0.0,False,2.6522631645202637,2505.8458890914917
2,imdb,sdrf_bfc,GIN,40,4,2,True,0.1,0.001,63.27,0.01243174967572948,67.17999999999999,0.012555094583474868,64.16875,0.009109636038283858,0.0,0.0,False,9.003143548965454,2887.7364349365234
0,mutag,sdrf_bfc,GIN,40,4,2,True,0.1,0.001,74.5,0.02725802634087802,80.61111111111111,0.029418017490755892,77.53333333333333,0.024434220083954208,0.0,0.0,False,0.9431436061859131,983.7315535545349
1,enzymes,sdrf_bfc,GIN,40,4,2,True,0.1,0.001,29.01666666666667,0.013216950396281957,37.5,0.011200198410940963,40.506249999999994,0.014994588723010118,0.0,0.0,False,2.12367582321167,2573.320455312729
2,imdb,sdrf_bfc,GIN,40,4,2,True,0.1,0.001,63.88,0.012449192744913221,68.67999999999999,0.013493346508557467,65.615,0.010426689311569615,0.0,0.0,False,9.287262439727783,3080.283927679062
3,proteins,sdrf_bfc,GIN,40,4,2,True,0.1,0.001,71.09821428571428,0.0085589753284765,76.3963963963964,0.006634937888116024,74.66516853932583,0.003546218364511964,0.0,0.0,False,4.236123561859131,3401.224440574646
0,mutag,sdrf_bfc,GIN,5,4,2,False,0.1,0.001,75.0,0.0282842712474619,83.55555555555556,0.026939346596785308,78.63333333333331,0.023701382988246818,0.0,0.0,False,0.8946630954742432,794.0435531139374
0,mutag,sdrf_bfc,GIN,40,4,2,True,0.1,0.001,76.60000000000001,0.02770848245573907,84.05555555555556,0.027291521769476818,78.43999999999998,0.028692527869735623,0.0,0.0,False,0.9451582431793213,1013.6638813018799
1,enzymes,sdrf_bfc,GIN,40,4,2,True,0.1,0.001,25.53333333333333,0.012063535505352021,35.516666666666666,0.0107568582773968,37.802083333333336,0.016031151856966207,0.0,0.0,False,2.6522631645202637,2505.8458890914917
2,imdb,sdrf_bfc,GIN,40,4,2,True,0.1,0.001,63.27,0.01243174967572948,67.17999999999999,0.012555094583474868,64.16875,0.009109636038283858,0.0,0.0,False,9.003143548965454,2887.7364349365234
3,proteins,sdrf_bfc,GIN,40,4,2,True,0.1,0.001,71.62500000000001,0.008510123023643724,76.0,0.007347817557294664,74.94719101123596,0.0028761332386142745,0.0,0.0,False,4.0391364097595215,3140.350650072098
0,mutag,sdrf_bfc,GIN,5,4,2,False,0.1,0.001,77.05,0.021913238008108248,84.55555555555554,0.029083956801127943,78.80666666666667,0.021242552681927016,0.0,0.0,False,0.8966033458709717,775.8911113739014
0,mutag,sdrf_bfc,GIN,5,4,2,False,0.1,0.001,75.0,0.0282842712474619,83.55555555555556,0.026939346596785308,78.63333333333331,0.023701382988246818,0.0,0.0,False,0.8946630954742432,794.0435531139374
1,enzymes,sdrf_bfc,GIN,5,4,2,False,0.1,0.001,33.2,0.012941578128050862,41.06666666666666,0.011010298209706526,47.51666666666667,0.019461204284992803,0.0,0.0,False,1.0402476787567139,2390.906694173813
0,mutag,sdrf_bfc,GIN,5,4,2,False,0.1,0.001,77.05,0.021913238008108248,84.55555555555554,0.029083956801127943,78.80666666666667,0.021242552681927016,0.0,0.0,False,0.8966033458709717,775.8911113739014
