,dataset,rewiring,num_iterations,borf_batch_add,borf_batch_remove,avg_accuracy,ci,run_duration,rewiring_duration
0,actor,fosr,25,4,2,0.24273684210526317,0.004006699721626239,363.4957444667816,8.39676570892334
0,actor,fosr,50,4,2,0.24694078947368422,0.0036323118539619004,374.7193298339844,13.08366060256958
0,actor,fosr,75,4,2,0.24644736842105264,0.004533691970225418,437.5868694782257,17.80502676963806
0,actor,fosr,100,4,2,0.24525,0.003847129915567918,393.00102710723877,22.502347946166992
0,actor,fosr,125,4,2,0.2422039473684211,0.00387639595979553,401.4319055080414,27.17058753967285
0,actor,fosr,150,4,2,0.24663815789473684,0.004235775241618342,427.05427050590515,31.872644901275635
0,actor,fosr,175,4,2,0.24829605263157892,0.0038621545646033415,405.7130148410797,36.52306294441223
0,actor,fosr,200,4,2,0.24882894736842104,0.002796823732681369,451.43136954307556,41.272247552871704
0,pubmed,fosr,25,4,2,0.7864984787018255,0.015380476480404432,2098.4230260849,113.26771354675293
0,squirrel,fosr,25,4,2,0.3790970220941402,0.008029476526466515,9220.77374458313,6.090095043182373
0,pubmed,fosr,50,4,2,0.7775811359026369,0.019002401437825705,1584.9872047901154,63.7640426158905
0,squirrel,fosr,50,4,2,0.3661959654178674,0.008720532627700228,8153.896072149277,8.341182231903076
0,pubmed,fosr,75,4,2,0.7854994929006086,0.018305164927368365,2694.8825120925903,325.83439445495605
0,squirrel,fosr,75,4,2,0.3706820365033622,0.008462499698009081,8518.28846669197,20.341816186904907
0,pubmed,fosr,100,4,2,0.7870993914807302,0.017087962706081525,1725.6093533039093,124.14995336532593
0,squirrel,fosr,100,4,2,0.37651296829971187,0.008133832400225537,9099.849925279617,12.915189743041992
0,pubmed,fosr,125,4,2,0.7849087221095334,0.018562618087224963,2389.3356087207794,452.87305903434753
0,squirrel,fosr,125,4,2,0.37365033621517774,0.008088511411025266,8133.723744869232,28.59157395362854
0,pubmed,fosr,150,4,2,0.7691987829614604,0.02150683199448716,1687.8563301563263,184.56282711029053
0,squirrel,fosr,150,4,2,0.36825168107588857,0.007845176993354765,8895.323270559311,17.4151828289032
0,pubmed,fosr,175,4,2,0.7756643002028397,0.023095637424534056,2319.3197968006134,725.9171266555786
0,squirrel,fosr,175,4,2,0.36808837656099913,0.008952574481820793,8196.512279510498,65.91526293754578
0,pubmed,fosr,200,4,2,0.7839224137931035,0.0175127335321384,2133.7486448287964,554.3811168670654
0,squirrel,fosr,200,4,2,0.3733909702209414,0.007919684950409591,9012.84439778328,22.272671699523926
