,dataset,rewiring,layer_type,num_iterations,brf_batch_add,brf_batch_remove,alpha,eps,test_mean,test_ci,val_mean,val_ci,train_mean,train_ci,energy_mean,energy_ci,last_layer_fa,rewiring_duration,run_duration,dummy
0,mutag,fosr,GIN,5,4,2,0.1,0.001,69.6,0.025755776051208396,77.16666666666666,0.029266548552870576,74.29333333333332,0.024631917866414256,0.0,0.0,False,3.92476487159729,793.6633188724518
0,mutag,fosr,GIN,5,4,2,0.1,0.001,69.6,0.025755776051208396,77.16666666666666,0.029266548552870576,74.29333333333332,0.024631917866414256,0.0,0.0,False,3.92476487159729,793.6633188724518
1,enzymes,fosr,GIN,5,4,2,0.1,0.001,25.31666666666667,0.011922853871638469,33.699999999999996,0.011161242463692532,33.37708333333333,0.013975585731116166,0.0,0.0,False,0.04644775390625,2414.240112543106
0,mutag,fosr,GIN,5,4,2,0.1,0.001,69.6,0.025755776051208396,77.16666666666666,0.029266548552870576,74.29333333333332,0.024631917866414256,0.0,0.0,False,3.92476487159729,793.6633188724518
1,enzymes,fosr,GIN,5,4,2,0.1,0.001,25.31666666666667,0.011922853871638469,33.699999999999996,0.011161242463692532,33.37708333333333,0.013975585731116166,0.0,0.0,False,0.04644775390625,2414.240112543106
2,imdb,fosr,GIN,5,4,2,0.1,0.001,68.4,0.013810141201305656,71.97,0.013468348079850031,68.5175,0.01149075824304036,0.0,0.0,False,0.07503080368041992,3068.0847702026367
0,mutag,fosr,GIN,5,4,2,True,0.1,0.001,70.64999999999999,0.026707864010437076,77.27777777777779,0.033447766538586,73.80000000000001,0.024947589507249436,0.0,0.0,False,3.991546630859375,871.0424244403839
0,mutag,fosr,GIN,5,4,2,True,0.1,0.001,70.64999999999999,0.026707864010437076,77.27777777777779,0.033447766538586,73.80000000000001,0.024947589507249436,0.0,0.0,False,3.991546630859375,871.0424244403839
1,enzymes,fosr,GIN,5,4,2,True,0.1,0.001,24.783333333333335,0.0124958215238357,33.35000000000001,0.01111050553905327,32.05208333333333,0.013837521328900555,0.0,0.0,False,0.049207448959350586,2407.2933259010315
0,mutag,fosr,GIN,5,4,2,0.1,0.001,69.6,0.025755776051208396,77.16666666666666,0.029266548552870576,74.29333333333332,0.024631917866414256,0.0,0.0,False,3.92476487159729,793.6633188724518
1,enzymes,fosr,GIN,5,4,2,0.1,0.001,25.31666666666667,0.011922853871638469,33.699999999999996,0.011161242463692532,33.37708333333333,0.013975585731116166,0.0,0.0,False,0.04644775390625,2414.240112543106
2,imdb,fosr,GIN,5,4,2,0.1,0.001,68.4,0.013810141201305656,71.97,0.013468348079850031,68.5175,0.01149075824304036,0.0,0.0,False,0.07503080368041992,3068.0847702026367
3,proteins,fosr,GIN,5,4,2,0.1,0.001,72.39285714285715,0.008599952539024234,75.98198198198197,0.007103853532082115,74.40674157303371,0.003279756611992704,0.0,0.0,False,0.10519957542419434,3744.6841230392456
0,mutag,fosr,GIN,10,4,2,False,0.1,0.001,73.1,0.02774094446842068,78.44444444444441,0.036320928905291094,76.27333333333333,0.026603321430060407,0.0,0.0,False,3.9677627086639404,831.1457574367523
0,mutag,fosr,GIN,5,4,2,True,0.1,0.001,70.64999999999999,0.026707864010437076,77.27777777777779,0.033447766538586,73.80000000000001,0.024947589507249436,0.0,0.0,False,3.991546630859375,871.0424244403839
1,enzymes,fosr,GIN,5,4,2,True,0.1,0.001,24.783333333333335,0.0124958215238357,33.35000000000001,0.01111050553905327,32.05208333333333,0.013837521328900555,0.0,0.0,False,0.049207448959350586,2407.2933259010315
2,imdb,fosr,GIN,5,4,2,True,0.1,0.001,68.47,0.014812035646729994,73.05,0.013509626197641445,68.7725,0.01086378041935679,0.0,0.0,False,0.07218289375305176,3020.5363776683807
0,mutag,fosr,GIN,10,4,2,False,0.1,0.001,73.1,0.02774094446842068,78.44444444444441,0.036320928905291094,76.27333333333333,0.026603321430060407,0.0,0.0,False,3.9677627086639404,831.1457574367523
1,enzymes,fosr,GIN,10,4,2,False,0.1,0.001,20.866666666666667,0.010877908295664606,25.616666666666667,0.010259467172649204,23.29375,0.00768243283768596,0.0,0.0,False,0.06183433532714844,2169.5140261650085
0,mutag,fosr,GIN,10,4,2,False,0.1,0.001,73.1,0.02774094446842068,78.44444444444441,0.036320928905291094,76.27333333333333,0.026603321430060407,0.0,0.0,False,3.9677627086639404,831.1457574367523
1,enzymes,fosr,GIN,10,4,2,False,0.1,0.001,20.866666666666667,0.010877908295664606,25.616666666666667,0.010259467172649204,23.29375,0.00768243283768596,0.0,0.0,False,0.06183433532714844,2169.5140261650085
2,imdb,fosr,GIN,10,4,2,False,0.1,0.001,69.32,0.013587876949693059,72.00000000000001,0.01354400236266961,69.19125000000001,0.00943765430337433,0.0,0.0,False,0.09014630317687988,3178.3696699142456
0,mutag,fosr,GIN,5,4,2,True,0.1,0.001,70.64999999999999,0.026707864010437076,77.27777777777779,0.033447766538586,73.80000000000001,0.024947589507249436,0.0,0.0,False,3.991546630859375,871.0424244403839
1,enzymes,fosr,GIN,5,4,2,True,0.1,0.001,24.783333333333335,0.0124958215238357,33.35000000000001,0.01111050553905327,32.05208333333333,0.013837521328900555,0.0,0.0,False,0.049207448959350586,2407.2933259010315
2,imdb,fosr,GIN,5,4,2,True,0.1,0.001,68.47,0.014812035646729994,73.05,0.013509626197641445,68.7725,0.01086378041935679,0.0,0.0,False,0.07218289375305176,3020.5363776683807
