,dataset,rewiring,num_iterations,borf_batch_add,borf_batch_remove,avg_accuracy,ci,run_duration,rewiring_duration
0,actor,sdrf,25,4,2,0.24730263157894736,0.003443775749485205,443.02582597732544,108.7138307094574
0,actor,sdrf,50,4,2,0.24453947368421047,0.005165123157284529,402.5593192577362,217.7476327419281
0,actor,sdrf,75,4,2,0.24457894736842103,0.005019943604764287,425.9351501464844,326.6609253883362
0,actor,sdrf,100,4,2,0.24585526315789477,0.004108993750285974,435.96566438674927,425.63177275657654
0,actor,sdrf,125,4,2,0.24551315789473688,0.003933148950245839,386.9551386833191,526.3136582374573
0,actor,sdrf,150,4,2,0.24444078947368422,0.004718141998675706,375.447674036026,642.2065544128418
0,actor,sdrf,175,4,2,0.2477171052631579,0.0033938419363079746,400.9033544063568,738.8999693393707
0,actor,sdrf,200,4,2,0.24261184210526315,0.004656179248472487,377.80877208709717,846.6722731590271
0,pubmed,sdrf,25,4,2,0.769566430020284,0.022229122829171166,998.1890528202057,1730.9276130199432
0,squirrel,sdrf,25,4,2,0.37902977905859747,0.007614482930970445,7092.612328290939,44.043036699295044
0,pubmed,sdrf,50,4,2,0.7663336713995943,0.023213254590118547,934.303699016571,3436.3537633419037
0,squirrel,sdrf,50,4,2,0.3741210374639769,0.009838962424902531,6930.279242515564,82.8137936592102
0,pubmed,sdrf,75,4,2,0.7864705882352943,0.018921826158862072,1004.1105065345764,5142.672582864761
0,squirrel,sdrf,75,4,2,0.3788952929875119,0.0067187162185604055,7132.2798907756805,120.19549632072449
0,pubmed,sdrf,100,4,2,0.7648580121703855,0.026323553345360247,1037.3576250076294,6857.8391745090485
0,squirrel,sdrf,100,4,2,0.365609990393852,0.009886588465800972,8193.291566371918,176.83988237380981
0,pubmed,sdrf,125,4,2,0.7776622718052738,0.019581481967926185,2919.753347635269,8881.815331459045
0,squirrel,sdrf,125,4,2,0.37201729106628245,0.008703227495871328,12338.269305467606,208.52773928642273
0,pubmed,sdrf,150,4,2,0.7752865111561867,0.02309361457100336,969.4743251800537,10260.875385284424
0,squirrel,sdrf,150,4,2,0.3719500480307396,0.008880279789043304,6718.270913600922,345.62172746658325
0,pubmed,sdrf,175,4,2,0.7927028397565924,0.015994821868882018,1052.8806493282318,12012.41376209259
0,squirrel,sdrf,175,4,2,0.369519692603266,0.009801361513662902,7023.4864230155945,424.0998532772064
