,dataset,rewiring,layer_type,num_iterations,brf_batch_add,brf_batch_remove,alpha,eps,test_mean,test_ci,val_mean,val_ci,train_mean,train_ci,energy_mean,energy_ci,last_layer_fa,rewiring_duration,run_duration
2,imdb,brf,GIN,2,3,1,0.1,0.001,69.9,0.04246881208604733,72.39999999999999,0.04527250821414693,67.28750000000001,0.0447465780814578,0.0,0.0,False,2.2202951908111572,331.1542751789093
0,mutag,brf,GIN,2,3,1,0.1,0.001,83.99999999999999,0.06752777206453651,83.33333333333334,0.06849348892187751,75.66666666666666,0.05833999961909115,0.0,0.0,False,0.45450282096862793,88.62129426002502
1,enzymes,brf,GIN,2,3,1,0.1,0.001,39.83333333333333,0.03604010112206803,41.833333333333336,0.02766867462592951,48.33333333333334,0.047133085807930915,0.0,0.0,False,1.0699450969696045,307.34138655662537
2,imdb,brf,GIN,2,3,1,0.1,0.001,69.9,0.04246881208604733,72.39999999999999,0.04527250821414693,67.28750000000001,0.0447465780814578,0.0,0.0,False,2.2202951908111572,331.1542751789093
3,proteins,brf,GIN,2,3,1,0.1,0.001,74.46428571428572,0.023035022137995853,73.6036036036036,0.02611680479879389,70.6179775280899,0.020072460581068867,0.0,0.0,False,2.4120094776153564,350.9136848449707
0,mutag,brf,GIN,3,3,1,0.1,0.001,85.50000000000001,0.12996153277027783,82.22222222222221,0.14470062752088628,76.06666666666666,0.09533939374676137,0.0,0.0,False,0.4275939464569092,105.78524279594421
0,mutag,brf,GIN,1,3,2,0.1,0.001,87.5,0.07382411530116699,86.66666666666666,0.052587375849774354,80.06666666666666,0.04419954750899608,0.0,0.0,False,0.45717930793762207,102.69309568405151
0,mutag,brf,GIN,1,3,2,0.1,0.001,87.5,0.07382411530116699,86.66666666666666,0.052587375849774354,80.06666666666666,0.04419954750899608,0.0,0.0,False,0.45717930793762207,102.69309568405151
1,enzymes,brf,GIN,1,3,2,0.1,0.001,41.166666666666664,0.03301514803843836,38.83333333333333,0.03945461527713415,46.270833333333336,0.023982415432979222,0.0,0.0,False,1.2130351066589355,304.2338709831238
0,mutag,brf,GIN,1,3,2,0.1,0.001,87.5,0.07382411530116699,86.66666666666666,0.052587375849774354,80.06666666666666,0.04419954750899608,0.0,0.0,False,0.45717930793762207,102.69309568405151
1,enzymes,brf,GIN,1,3,2,0.1,0.001,41.166666666666664,0.03301514803843836,38.83333333333333,0.03945461527713415,46.270833333333336,0.023982415432979222,0.0,0.0,False,1.2130351066589355,304.2338709831238
2,imdb,brf,GIN,1,3,2,0.1,0.001,69.1,0.055889176054044656,69.79999999999998,0.0461995670975389,67.94999999999999,0.04521918840492385,0.0,0.0,False,2.3210091590881348,328.914918422699
0,mutag,brf,GIN,1,3,2,0.1,0.001,87.5,0.07382411530116699,86.66666666666666,0.052587375849774354,80.06666666666666,0.04419954750899608,0.0,0.0,False,0.45717930793762207,102.69309568405151
1,enzymes,brf,GIN,1,3,2,0.1,0.001,41.166666666666664,0.03301514803843836,38.83333333333333,0.03945461527713415,46.270833333333336,0.023982415432979222,0.0,0.0,False,1.2130351066589355,304.2338709831238
2,imdb,brf,GIN,1,3,2,0.1,0.001,69.1,0.055889176054044656,69.79999999999998,0.0461995670975389,67.94999999999999,0.04521918840492385,0.0,0.0,False,2.3210091590881348,328.914918422699
3,proteins,brf,GIN,1,3,2,0.1,0.001,72.41071428571428,0.02654054464784176,75.4054054054054,0.01652361299907801,73.39325842696628,0.00834068185863339,0.0,0.0,False,2.9562811851501465,402.1176872253418
0,mutag,brf,GIN,2,3,2,0.1,0.001,78.0,0.1289961239727768,82.22222222222223,0.0899931410280737,74.06666666666666,0.0970397398549229,0.0,0.0,False,0.46608543395996094,82.86025071144104
0,mutag,brf,GIN,3,3,2,0.1,0.001,84.00000000000001,0.12312595177297107,80.55555555555556,0.16043921197992947,77.53333333333333,0.10302189627021584,0.0,0.0,False,0.3920936584472656,99.26835608482361
0,mutag,brf,GIN,1,3,3,0.1,0.001,80.5,0.12996153277027783,84.44444444444444,0.11632224291824354,76.6,0.09683800906668827,0.0,0.0,False,0.5005247592926025,90.36300230026245
0,mutag,brf,GIN,1,3,3,0.1,0.001,80.5,0.12996153277027783,84.44444444444444,0.11632224291824354,76.6,0.09683800906668827,0.0,0.0,False,0.5005247592926025,90.36300230026245
1,enzymes,brf,GIN,1,3,3,0.1,0.001,38.66666666666666,0.033928028399998596,39.5,0.03233505150074074,43.93749999999999,0.026656573610775003,0.0,0.0,False,1.2453315258026123,277.5729229450226
0,mutag,brf,GIN,1,3,3,0.1,0.001,80.5,0.12996153277027783,84.44444444444444,0.11632224291824354,76.6,0.09683800906668827,0.0,0.0,False,0.5005247592926025,90.36300230026245
1,enzymes,brf,GIN,1,3,3,0.1,0.001,38.66666666666666,0.033928028399998596,39.5,0.03233505150074074,43.93749999999999,0.026656573610775003,0.0,0.0,False,1.2453315258026123,277.5729229450226
2,imdb,brf,GIN,1,3,3,0.1,0.001,71.9,0.045558753275303746,68.2,0.04183778196797722,67.6625,0.05257500594388935,0.0,0.0,False,2.214240312576294,294.09331464767456
0,mutag,brf,GIN,1,3,3,0.1,0.001,80.5,0.12996153277027783,84.44444444444444,0.11632224291824354,76.6,0.09683800906668827,0.0,0.0,False,0.5005247592926025,90.36300230026245
1,enzymes,brf,GIN,1,3,3,0.1,0.001,38.66666666666666,0.033928028399998596,39.5,0.03233505150074074,43.93749999999999,0.026656573610775003,0.0,0.0,False,1.2453315258026123,277.5729229450226
2,imdb,brf,GIN,1,3,3,0.1,0.001,71.9,0.045558753275303746,68.2,0.04183778196797722,67.6625,0.05257500594388935,0.0,0.0,False,2.214240312576294,294.09331464767456
3,proteins,brf,GIN,1,3,3,0.1,0.001,73.75,0.02958039891549807,72.88288288288288,0.02092728995781565,72.7752808988764,0.009320019841840003,0.0,0.0,False,3.038118600845337,404.0685920715332
0,mutag,brf,GIN,2,3,3,0.1,0.001,85.50000000000001,0.035916569992135945,87.22222222222221,0.049814470603244204,78.06666666666666,0.05498929188689578,0.0,0.0,False,0.4793233871459961,89.82244634628296
0,mutag,brf,GIN,3,3,3,0.1,0.001,79.5,0.043474130238568325,85.55555555555556,0.047661356865616025,77.93333333333334,0.03146497170576265,0.0,0.0,False,0.39037299156188965,81.92436599731445
0,mutag,brf,GIN,1,4,0,0.1,0.001,68.5,0.11493476410555684,67.77777777777779,0.11946382271747209,64.2,0.10150949599804825,0.0,0.0,False,0.4796161651611328,75.35408687591553
0,mutag,brf,GIN,1,4,0,0.1,0.001,68.5,0.11493476410555684,67.77777777777779,0.11946382271747209,64.2,0.10150949599804825,0.0,0.0,False,0.4796161651611328,75.35408687591553
1,enzymes,brf,GIN,1,4,0,0.1,0.001,25.83333333333333,0.0359783885748715,23.333333333333332,0.02905932629027115,20.9375,0.020406034646643128,0.0,0.0,False,1.1531150341033936,187.87852549552917
0,mutag,brf,GIN,1,4,0,0.1,0.001,68.5,0.11493476410555684,67.77777777777779,0.11946382271747209,64.2,0.10150949599804825,0.0,0.0,False,0.4796161651611328,75.35408687591553
1,enzymes,brf,GIN,1,4,0,0.1,0.001,25.83333333333333,0.0359783885748715,23.333333333333332,0.02905932629027115,20.9375,0.020406034646643128,0.0,0.0,False,1.1531150341033936,187.87852549552917
2,imdb,brf,GIN,1,4,0,0.1,0.001,55.099999999999994,0.0433081978382846,55.3,0.03359166563301081,52.82500000000001,0.016941812181700037,0.0,0.0,False,2.2146589756011963,259.0402030944824
0,mutag,brf,GIN,1,4,0,0.1,0.001,68.5,0.11493476410555684,67.77777777777779,0.11946382271747209,64.2,0.10150949599804825,0.0,0.0,False,0.4796161651611328,75.35408687591553
1,enzymes,brf,GIN,1,4,0,0.1,0.001,25.83333333333333,0.0359783885748715,23.333333333333332,0.02905932629027115,20.9375,0.020406034646643128,0.0,0.0,False,1.1531150341033936,187.87852549552917
2,imdb,brf,GIN,1,4,0,0.1,0.001,55.099999999999994,0.0433081978382846,55.3,0.03359166563301081,52.82500000000001,0.016941812181700037,0.0,0.0,False,2.2146589756011963,259.0402030944824
3,proteins,brf,GIN,1,4,0,0.1,0.001,63.035714285714285,0.033806170189140665,65.94594594594595,0.027890122624705364,62.34831460674156,0.012725729800871036,0.0,0.0,False,3.1358559131622314,345.50725078582764
0,mutag,brf,GIN,2,4,0,0.1,0.001,76.99999999999999,0.04289522117905443,69.44444444444444,0.05030769521187453,67.46666666666667,0.017868656605601014,0.0,0.0,False,0.48969531059265137,72.03539061546326
0,mutag,brf,GIN,1,4,1,0.1,0.001,85.50000000000001,0.045716517802649834,91.11111111111111,0.07235031376044312,81.60000000000001,0.04183353253604628,0.0,0.0,False,0.4809281826019287,97.12091994285583
0,mutag,brf,GIN,1,4,1,0.1,0.001,85.50000000000001,0.045716517802649834,91.11111111111111,0.07235031376044312,81.60000000000001,0.04183353253604628,0.0,0.0,False,0.4809281826019287,97.12091994285583
1,enzymes,brf,GIN,1,4,1,0.1,0.001,39.83333333333333,0.02282785822435192,43.33333333333334,0.029814239699997195,48.12500000000001,0.024537386440559097,0.0,0.0,False,1.3102388381958008,306.9060091972351
0,mutag,brf,GIN,1,4,1,0.1,0.001,85.50000000000001,0.045716517802649834,91.11111111111111,0.07235031376044312,81.60000000000001,0.04183353253604628,0.0,0.0,False,0.4809281826019287,97.12091994285583
1,enzymes,brf,GIN,1,4,1,0.1,0.001,39.83333333333333,0.02282785822435192,43.33333333333334,0.029814239699997195,48.12500000000001,0.024537386440559097,0.0,0.0,False,1.3102388381958008,306.9060091972351
2,imdb,brf,GIN,1,4,1,0.1,0.001,75.4,0.025487251715318383,74.7,0.024665765749313378,69.77499999999999,0.010110637962067483,0.0,0.0,False,2.2637908458709717,324.11523056030273
0,mutag,brf,GIN,1,4,1,0.1,0.001,85.50000000000001,0.045716517802649834,91.11111111111111,0.07235031376044312,81.60000000000001,0.04183353253604628,0.0,0.0,False,0.4809281826019287,97.12091994285583
1,enzymes,brf,GIN,1,4,1,0.1,0.001,39.83333333333333,0.02282785822435192,43.33333333333334,0.029814239699997195,48.12500000000001,0.024537386440559097,0.0,0.0,False,1.3102388381958008,306.9060091972351
2,imdb,brf,GIN,1,4,1,0.1,0.001,75.4,0.025487251715318383,74.7,0.024665765749313378,69.77499999999999,0.010110637962067483,0.0,0.0,False,2.2637908458709717,324.11523056030273
3,proteins,brf,GIN,1,4,1,0.1,0.001,70.17857142857142,0.01716516405813987,71.62162162162163,0.018418962432667448,71.96629213483146,0.00932110343908142,0.0,0.0,False,2.9625844955444336,380.93963861465454
0,mutag,brf,GIN,2,4,1,0.1,0.001,82.5,0.04527692569068709,81.11111111111111,0.08777074514725108,77.73333333333333,0.043541040665356426,0.0,0.0,False,0.48612070083618164,89.34973621368408
0,mutag,brf,GIN,2,4,1,0.1,0.001,82.5,0.04527692569068709,81.11111111111111,0.08777074514725108,77.73333333333333,0.043541040665356426,0.0,0.0,False,0.48612070083618164,89.34973621368408
1,enzymes,brf,GIN,2,4,1,0.1,0.001,42.5,0.034721111093332764,42.16666666666667,0.02311805451253294,47.729166666666664,0.05436645846066814,0.0,0.0,False,1.4143040180206299,306.0461428165436
0,mutag,brf,GIN,2,4,1,0.1,0.001,82.5,0.04527692569068709,81.11111111111111,0.08777074514725108,77.73333333333333,0.043541040665356426,0.0,0.0,False,0.48612070083618164,89.34973621368408
1,enzymes,brf,GIN,2,4,1,0.1,0.001,42.5,0.034721111093332764,42.16666666666667,0.02311805451253294,47.729166666666664,0.05436645846066814,0.0,0.0,False,1.4143040180206299,306.0461428165436
2,imdb,brf,GIN,2,4,1,0.1,0.001,71.7,0.05440955798386897,69.80000000000001,0.04839834707921336,67.4,0.040779590483475917,0.0,0.0,False,2.6313345432281494,317.4530580043793
0,mutag,brf,GIN,2,4,1,0.1,0.001,82.5,0.04527692569068709,81.11111111111111,0.08777074514725108,77.73333333333333,0.043541040665356426,0.0,0.0,False,0.48612070083618164,89.34973621368408
1,enzymes,brf,GIN,2,4,1,0.1,0.001,42.5,0.034721111093332764,42.16666666666667,0.02311805451253294,47.729166666666664,0.05436645846066814,0.0,0.0,False,1.4143040180206299,306.0461428165436
2,imdb,brf,GIN,2,4,1,0.1,0.001,71.7,0.05440955798386897,69.80000000000001,0.04839834707921336,67.4,0.040779590483475917,0.0,0.0,False,2.6313345432281494,317.4530580043793
3,proteins,brf,GIN,2,4,1,0.1,0.001,75.08928571428571,0.022224790809602966,74.23423423423424,0.01615604451997109,73.1123595505618,0.014701679371465399,0.0,0.0,False,3.0023224353790283,393.59823083877563
0,mutag,brf,GIN,3,4,1,0.1,0.001,78.0,0.09715966241192896,72.22222222222221,0.1111111111111111,68.73333333333333,0.08758386457181101,0.0,0.0,False,0.5032200813293457,74.21543884277344
0,mutag,brf,GIN,1,4,2,0.1,0.001,83.0,0.13579396157414364,82.77777777777779,0.12115697398696869,77.0,0.09220749547744057,0.0,0.0,False,0.4886660575866699,87.4410548210144
0,mutag,brf,GIN,1,4,2,0.1,0.001,83.0,0.13579396157414364,82.77777777777779,0.12115697398696869,77.0,0.09220749547744057,0.0,0.0,False,0.4886660575866699,87.4410548210144
1,enzymes,brf,GIN,1,4,2,0.1,0.001,38.0,0.04184627953726726,39.5,0.024966644414765343,47.229166666666664,0.04509653996335712,0.0,0.0,False,1.3172345161437988,297.46672773361206
0,mutag,brf,GIN,1,4,2,0.1,0.001,83.0,0.13579396157414364,82.77777777777779,0.12115697398696869,77.0,0.09220749547744057,0.0,0.0,False,0.4886660575866699,87.4410548210144
1,enzymes,brf,GIN,1,4,2,0.1,0.001,38.0,0.04184627953726726,39.5,0.024966644414765343,47.229166666666664,0.04509653996335712,0.0,0.0,False,1.3172345161437988,297.46672773361206
2,imdb,brf,GIN,1,4,2,0.1,0.001,75.39999999999999,0.022306949589757916,75.9,0.01247397290361015,70.7375,0.005285002365183957,0.0,0.0,False,2.385329484939575,338.4419858455658
0,mutag,brf,GIN,1,4,2,0.1,0.001,83.0,0.13579396157414364,82.77777777777779,0.12115697398696869,77.0,0.09220749547744057,0.0,0.0,False,0.4886660575866699,87.4410548210144
1,enzymes,brf,GIN,1,4,2,0.1,0.001,38.0,0.04184627953726726,39.5,0.024966644414765343,47.229166666666664,0.04509653996335712,0.0,0.0,False,1.3172345161437988,297.46672773361206
2,imdb,brf,GIN,1,4,2,0.1,0.001,75.39999999999999,0.022306949589757916,75.9,0.01247397290361015,70.7375,0.005285002365183957,0.0,0.0,False,2.385329484939575,338.4419858455658
3,proteins,brf,GIN,1,4,2,0.1,0.001,74.55357142857142,0.025411159769210188,72.70270270270271,0.01907698873162728,70.83146067415728,0.019492876281582326,0.0,0.0,False,3.0235345363616943,344.1643660068512
0,mutag,brf,GIN,2,4,2,0.1,0.001,79.5,0.043474130238568325,86.11111111111113,0.06526300069150404,79.46666666666667,0.038031565836815086,0.0,0.0,False,0.4602212905883789,86.25197124481201
0,mutag,brf,GIN,3,4,2,0.1,0.001,80.0,0.07999999999999999,80.55555555555556,0.10213764617139018,72.33333333333334,0.09769339793455849,0.0,0.0,False,0.4763624668121338,85.29803776741028
0,mutag,brf,GIN,1,4,3,0.1,0.001,85.0,0.0529150262212918,79.44444444444444,0.06095940766375645,81.0,0.05007549855523713,0.0,0.0,False,0.5282278060913086,93.00616765022278
0,mutag,brf,GIN,1,4,3,0.1,0.001,85.0,0.0529150262212918,79.44444444444444,0.06095940766375645,81.0,0.05007549855523713,0.0,0.0,False,0.5282278060913086,93.00616765022278
1,enzymes,brf,GIN,1,4,3,0.1,0.001,41.333333333333336,0.028205594401741575,41.16666666666667,0.02750757471437034,51.89583333333333,0.04160182454599264,0.0,0.0,False,1.4666681289672852,333.45420122146606
0,mutag,brf,GIN,1,4,3,0.1,0.001,85.0,0.0529150262212918,79.44444444444444,0.06095940766375645,81.0,0.05007549855523713,0.0,0.0,False,0.5282278060913086,93.00616765022278
1,enzymes,brf,GIN,1,4,3,0.1,0.001,41.333333333333336,0.028205594401741575,41.16666666666667,0.02750757471437034,51.89583333333333,0.04160182454599264,0.0,0.0,False,1.4666681289672852,333.45420122146606
2,imdb,brf,GIN,1,4,3,0.1,0.001,68.19999999999999,0.04470346742703522,68.60000000000001,0.04726097756077417,65.43750000000001,0.05498323608155487,0.0,0.0,False,2.5489449501037598,346.3498578071594
0,mutag,brf,GIN,1,4,3,0.1,0.001,85.0,0.0529150262212918,79.44444444444444,0.06095940766375645,81.0,0.05007549855523713,0.0,0.0,False,0.5282278060913086,93.00616765022278
1,enzymes,brf,GIN,1,4,3,0.1,0.001,41.333333333333336,0.028205594401741575,41.16666666666667,0.02750757471437034,51.89583333333333,0.04160182454599264,0.0,0.0,False,1.4666681289672852,333.45420122146606
2,imdb,brf,GIN,1,4,3,0.1,0.001,68.19999999999999,0.04470346742703522,68.60000000000001,0.04726097756077417,65.43750000000001,0.05498323608155487,0.0,0.0,False,2.5489449501037598,346.3498578071594
3,proteins,brf,GIN,1,4,3,0.1,0.001,75.26785714285712,0.020832482975842694,76.12612612612611,0.01876816815855826,71.88764044943822,0.009998358658381563,0.0,0.0,False,3.3519816398620605,350.45328974723816
0,mutag,brf,GIN,2,4,3,0.1,0.001,83.5,0.0317804971641414,86.1111111111111,0.052704627669472974,76.0,0.03813426572286693,0.0,0.0,False,0.5564172267913818,81.69783306121826
0,mutag,brf,GIN,3,4,3,0.1,0.001,86.49999999999999,0.04012480529547776,83.88888888888889,0.03668349782048704,81.46666666666667,0.024059186279765245,0.0,0.0,False,0.5696873664855957,90.02202153205872
0,mutag,brf,GIN,1,5,0,0.1,0.001,64.49999999999999,0.10339245620450264,67.77777777777779,0.09787873575797887,65.53333333333333,0.06863882930884593,0.0,0.0,False,0.558664083480835,70.32620358467102
0,mutag,brf,GIN,1,5,0,0.1,0.001,64.49999999999999,0.10339245620450264,67.77777777777779,0.09787873575797887,65.53333333333333,0.06863882930884593,0.0,0.0,False,0.558664083480835,70.32620358467102
1,enzymes,brf,GIN,1,5,0,0.1,0.001,22.666666666666664,0.019550504398153572,23.833333333333336,0.030930028559098783,21.625,0.020931435688934474,0.0,0.0,False,1.4398541450500488,212.9033932685852
0,mutag,brf,GIN,1,5,0,0.1,0.001,64.49999999999999,0.10339245620450264,67.77777777777779,0.09787873575797887,65.53333333333333,0.06863882930884593,0.0,0.0,False,0.558664083480835,70.32620358467102
1,enzymes,brf,GIN,1,5,0,0.1,0.001,22.666666666666664,0.019550504398153572,23.833333333333336,0.030930028559098783,21.625,0.020931435688934474,0.0,0.0,False,1.4398541450500488,212.9033932685852
2,imdb,brf,GIN,1,5,0,0.1,0.001,56.3,0.033352661063249515,56.800000000000004,0.02665332999833228,52.900000000000006,0.015320737580155853,0.0,0.0,False,2.5065667629241943,293.7126889228821
0,mutag,brf,GIN,1,5,0,0.1,0.001,64.49999999999999,0.10339245620450264,67.77777777777779,0.09787873575797887,65.53333333333333,0.06863882930884593,0.0,0.0,False,0.558664083480835,70.32620358467102
1,enzymes,brf,GIN,1,5,0,0.1,0.001,22.666666666666664,0.019550504398153572,23.833333333333336,0.030930028559098783,21.625,0.020931435688934474,0.0,0.0,False,1.4398541450500488,212.9033932685852
2,imdb,brf,GIN,1,5,0,0.1,0.001,56.3,0.033352661063249515,56.800000000000004,0.02665332999833228,52.900000000000006,0.015320737580155853,0.0,0.0,False,2.5065667629241943,293.7126889228821
3,proteins,brf,GIN,1,5,0,0.1,0.001,64.55357142857142,0.019731940852230387,65.22522522522523,0.037118866398034134,62.51685393258428,0.007178359657174929,0.0,0.0,False,3.367741107940674,318.1938331127167
0,mutag,brf,GIN,2,5,0,0.1,0.001,60.0,0.11489125293076058,56.666666666666664,0.12151309435104281,65.0,0.05626129516224572,0.0,0.0,False,0.5795731544494629,64.85443830490112
0,mutag,brf,GIN,1,5,1,0.1,0.001,80.0,0.10392304845413264,80.0,0.11133311155444753,78.06666666666666,0.1060725118858688,0.0,0.0,False,0.5763061046600342,97.60860919952393
0,mutag,brf,GIN,1,5,1,0.1,0.001,80.0,0.10392304845413264,80.0,0.11133311155444753,78.06666666666666,0.1060725118858688,0.0,0.0,False,0.5763061046600342,97.60860919952393
1,enzymes,brf,GIN,1,5,1,0.1,0.001,42.5,0.034075080500434785,39.166666666666664,0.026770630673681687,51.08333333333333,0.03737386192990438,0.0,0.0,False,1.514087200164795,321.5666124820709
0,mutag,brf,GIN,1,5,1,0.1,0.001,80.0,0.10392304845413264,80.0,0.11133311155444753,78.06666666666666,0.1060725118858688,0.0,0.0,False,0.5763061046600342,97.60860919952393
1,enzymes,brf,GIN,1,5,1,0.1,0.001,42.5,0.034075080500434785,39.166666666666664,0.026770630673681687,51.08333333333333,0.03737386192990438,0.0,0.0,False,1.514087200164795,321.5666124820709
2,imdb,brf,GIN,1,5,1,0.1,0.001,68.39999999999999,0.04319259195741788,68.8,0.057187411202116845,65.8375,0.049936271887276486,0.0,0.0,False,2.7747013568878174,304.2689447402954

0,mutag,brf,GIN,1,5,2,0.1,0.001,82.0,0.1001998003990028,85.55555555555556,0.06324555320336755,78.13333333333333,0.05197606286658418,0.0,0.0,False,0.13684487342834473,62.380337953567505
0,mutag,brf,GIN,1,5,3,0.1,0.001,81.0,0.06752777206453651,86.1111111111111,0.06526300069150404,82.2,0.03776182669781158,0.0,0.0,False,0.13683009147644043,59.73363447189331
0,mutag,brf,GIN,2,5,1,0.1,0.001,86.0,0.05440588203494177,80.55555555555557,0.06894263136661587,79.33333333333333,0.0492431608336517,0.0,0.0,False,0.16533565521240234,63.15281891822815
0,mutag,brf,GIN,2,5,2,0.1,0.001,80.0,0.11045361017187261,83.33333333333334,0.10061539042374906,74.46666666666665,0.09819798594902263,0.0,0.0,False,0.15963435173034668,58.20468759536743
0,mutag,brf,GIN,2,5,3,0.1,0.001,79.5,0.09104943712072029,83.33333333333333,0.03849001794597504,76.93333333333334,0.04455009664536219,0.0,0.0,False,0.17266201972961426,60.73613238334656
0,mutag,brf,GIN,3,5,1,0.1,0.001,82.5,0.04527692569068708,84.44444444444443,0.09269623828717427,78.33333333333334,0.05078057371344545,0.0,0.0,False,0.1753683090209961,62.31933784484863
0,mutag,brf,GIN,3,5,2,0.1,0.001,76.99999999999999,0.058651513194460714,76.11111111111111,0.09434635429046123,76.46666666666665,0.04127092062080622,0.0,0.0,False,0.16176390647888184,50.35491061210632
